filename,ebird_code,idx,event_idx
10_3856_29.wav,10,3856,29
10_3856_3.wav,10,3856,3
10_3856_30.wav,10,3856,30
10_3856_31.wav,10,3856,31
10_3856_32.wav,10,3856,32
10_3856_33.wav,10,3856,33
10_3856_34.wav,10,3856,34
10_3856_35.wav,10,3856,35
10_3856_36.wav,10,3856,36
10_3856_37.wav,10,3856,37
10_3856_38.wav,10,3856,38
10_3856_39.wav,10,3856,39
10_3856_4.wav,10,3856,4
10_3856_40.wav,10,3856,40
10_3856_41.wav,10,3856,41
10_3856_42.wav,10,3856,42
10_3856_43.wav,10,3856,43
10_3856_44.wav,10,3856,44
10_3856_45.wav,10,3856,45
10_3856_46.wav,10,3856,46
10_3856_47.wav,10,3856,47
10_3856_5.wav,10,3856,5
10_3856_6.wav,10,3856,6
10_3856_7.wav,10,3856,7
10_3856_8.wav,10,3856,8
10_3856_9.wav,10,3856,9
10_3857_0.wav,10,3857,0
10_3857_1.wav,10,3857,1
10_3857_10.wav,10,3857,10
10_3857_11.wav,10,3857,11
10_3857_12.wav,10,3857,12
10_3857_13.wav,10,3857,13
10_3857_14.wav,10,3857,14
10_3857_15.wav,10,3857,15
10_3857_16.wav,10,3857,16
10_3857_17.wav,10,3857,17
10_3857_18.wav,10,3857,18
10_3857_19.wav,10,3857,19
10_3857_2.wav,10,3857,2
10_3857_20.wav,10,3857,20
10_3857_21.wav,10,3857,21
10_3857_22.wav,10,3857,22
10_3857_23.wav,10,3857,23
10_3857_24.wav,10,3857,24
10_3857_3.wav,10,3857,3
10_3857_4.wav,10,3857,4
10_3857_5.wav,10,3857,5
10_3857_6.wav,10,3857,6
10_3857_7.wav,10,3857,7
10_3857_8.wav,10,3857,8
10_3857_9.wav,10,3857,9
10_3858_0.wav,10,3858,0
10_3858_1.wav,10,3858,1
10_3858_10.wav,10,3858,10
10_3858_11.wav,10,3858,11
10_3858_12.wav,10,3858,12
10_3858_13.wav,10,3858,13
10_3858_14.wav,10,3858,14
10_3858_15.wav,10,3858,15
10_3858_16.wav,10,3858,16
10_3858_17.wav,10,3858,17
10_3858_18.wav,10,3858,18
10_3858_19.wav,10,3858,19
10_3858_2.wav,10,3858,2
10_3858_20.wav,10,3858,20
10_3858_21.wav,10,3858,21
10_3858_22.wav,10,3858,22
10_3858_23.wav,10,3858,23
10_3858_24.wav,10,3858,24
10_3858_25.wav,10,3858,25
10_3858_26.wav,10,3858,26
10_3858_27.wav,10,3858,27
10_3858_28.wav,10,3858,28
10_3858_29.wav,10,3858,29
10_3858_3.wav,10,3858,3
10_3858_30.wav,10,3858,30
10_3858_31.wav,10,3858,31
10_3858_32.wav,10,3858,32
10_3858_33.wav,10,3858,33
10_3858_34.wav,10,3858,34
10_3858_35.wav,10,3858,35
10_3858_36.wav,10,3858,36
10_3858_37.wav,10,3858,37
10_3858_38.wav,10,3858,38
10_3858_39.wav,10,3858,39
10_3858_4.wav,10,3858,4
10_3858_40.wav,10,3858,40
10_3858_41.wav,10,3858,41
10_3858_42.wav,10,3858,42
10_3858_43.wav,10,3858,43
10_3858_44.wav,10,3858,44
10_3858_45.wav,10,3858,45
10_3858_5.wav,10,3858,5
10_3858_6.wav,10,3858,6
10_3858_7.wav,10,3858,7
10_3858_8.wav,10,3858,8
10_3858_9.wav,10,3858,9
10_3859_0.wav,10,3859,0
10_3859_1.wav,10,3859,1
10_3859_2.wav,10,3859,2
10_3859_3.wav,10,3859,3
10_3859_4.wav,10,3859,4
10_3859_5.wav,10,3859,5
10_3859_6.wav,10,3859,6
10_3860_0.wav,10,3860,0
10_3860_1.wav,10,3860,1
10_3860_10.wav,10,3860,10
10_3860_11.wav,10,3860,11
10_3860_12.wav,10,3860,12
10_3860_13.wav,10,3860,13
10_3860_14.wav,10,3860,14
10_3860_15.wav,10,3860,15
10_3860_16.wav,10,3860,16
10_3860_2.wav,10,3860,2
10_3860_3.wav,10,3860,3
10_3860_4.wav,10,3860,4
10_3860_5.wav,10,3860,5
10_3860_6.wav,10,3860,6
10_3860_7.wav,10,3860,7
10_3860_8.wav,10,3860,8
10_3860_9.wav,10,3860,9
10_3861_0.wav,10,3861,0
10_3861_1.wav,10,3861,1
10_3861_10.wav,10,3861,10
10_3861_11.wav,10,3861,11
10_3861_12.wav,10,3861,12
10_3861_13.wav,10,3861,13
10_3861_14.wav,10,3861,14
10_3861_15.wav,10,3861,15
10_3861_16.wav,10,3861,16
10_3861_17.wav,10,3861,17
10_3861_18.wav,10,3861,18
10_3861_19.wav,10,3861,19
10_3861_2.wav,10,3861,2
10_3861_20.wav,10,3861,20
10_3861_21.wav,10,3861,21
10_3861_3.wav,10,3861,3
10_3861_4.wav,10,3861,4
10_3861_5.wav,10,3861,5
10_3861_6.wav,10,3861,6
10_3861_7.wav,10,3861,7
10_3861_8.wav,10,3861,8
10_3861_9.wav,10,3861,9
10_3862_0.wav,10,3862,0
10_3862_1.wav,10,3862,1
10_3862_10.wav,10,3862,10
10_3862_11.wav,10,3862,11
10_3862_12.wav,10,3862,12
10_3862_13.wav,10,3862,13
10_3862_14.wav,10,3862,14
10_3862_15.wav,10,3862,15
10_3862_16.wav,10,3862,16
10_3862_2.wav,10,3862,2
10_3862_3.wav,10,3862,3
10_3862_4.wav,10,3862,4
10_3862_5.wav,10,3862,5
10_3862_6.wav,10,3862,6
10_3862_7.wav,10,3862,7
10_3862_8.wav,10,3862,8
10_3862_9.wav,10,3862,9
10_3863_0.wav,10,3863,0
10_3863_1.wav,10,3863,1
10_3863_10.wav,10,3863,10
10_3863_11.wav,10,3863,11
10_3863_12.wav,10,3863,12
10_3863_13.wav,10,3863,13
10_3863_14.wav,10,3863,14
10_3863_15.wav,10,3863,15
10_3863_16.wav,10,3863,16
10_3863_17.wav,10,3863,17
10_3863_18.wav,10,3863,18
10_3863_19.wav,10,3863,19
10_3863_2.wav,10,3863,2
10_3863_20.wav,10,3863,20
10_3863_21.wav,10,3863,21
10_3863_22.wav,10,3863,22
10_3863_23.wav,10,3863,23
10_3863_24.wav,10,3863,24
10_3863_25.wav,10,3863,25
10_3863_26.wav,10,3863,26
10_3863_27.wav,10,3863,27
10_3863_28.wav,10,3863,28
10_3863_29.wav,10,3863,29
10_3863_3.wav,10,3863,3
10_3863_30.wav,10,3863,30
10_3863_31.wav,10,3863,31
10_3863_32.wav,10,3863,32
10_3863_33.wav,10,3863,33
10_3863_34.wav,10,3863,34
10_3863_35.wav,10,3863,35
10_3863_36.wav,10,3863,36
10_3863_37.wav,10,3863,37
10_3863_4.wav,10,3863,4
10_3863_5.wav,10,3863,5
10_3863_6.wav,10,3863,6
10_3863_7.wav,10,3863,7
10_3863_8.wav,10,3863,8
10_3863_9.wav,10,3863,9
10_3864_0.wav,10,3864,0
10_3864_1.wav,10,3864,1
10_3864_10.wav,10,3864,10
10_3864_11.wav,10,3864,11
10_3864_12.wav,10,3864,12
10_3864_2.wav,10,3864,2
10_3864_3.wav,10,3864,3
10_3864_4.wav,10,3864,4
10_3864_5.wav,10,3864,5
10_3864_6.wav,10,3864,6
10_3864_7.wav,10,3864,7
10_3864_8.wav,10,3864,8
10_3864_9.wav,10,3864,9
10_3865_0.wav,10,3865,0
10_3865_1.wav,10,3865,1
10_3865_10.wav,10,3865,10
10_3865_11.wav,10,3865,11
10_3865_12.wav,10,3865,12
10_3865_13.wav,10,3865,13
10_3865_14.wav,10,3865,14
10_3865_15.wav,10,3865,15
10_3865_16.wav,10,3865,16
10_3865_17.wav,10,3865,17
10_3865_18.wav,10,3865,18
10_3865_19.wav,10,3865,19
10_3865_2.wav,10,3865,2
10_3865_20.wav,10,3865,20
10_3865_21.wav,10,3865,21
10_3865_22.wav,10,3865,22
10_3865_23.wav,10,3865,23
10_3865_24.wav,10,3865,24
10_3865_25.wav,10,3865,25
10_3865_26.wav,10,3865,26
10_3865_27.wav,10,3865,27
10_3865_28.wav,10,3865,28
10_3865_29.wav,10,3865,29
10_3865_3.wav,10,3865,3
10_3865_30.wav,10,3865,30
10_3865_31.wav,10,3865,31
10_3865_32.wav,10,3865,32
10_3865_33.wav,10,3865,33
10_3865_34.wav,10,3865,34
10_3865_35.wav,10,3865,35
10_3865_36.wav,10,3865,36
10_3865_37.wav,10,3865,37
10_3865_4.wav,10,3865,4
10_3865_5.wav,10,3865,5
10_3865_6.wav,10,3865,6
10_3865_7.wav,10,3865,7
10_3865_8.wav,10,3865,8
10_3865_9.wav,10,3865,9
10_3866_0.wav,10,3866,0
10_3866_1.wav,10,3866,1
10_3866_10.wav,10,3866,10
10_3866_11.wav,10,3866,11
10_3866_12.wav,10,3866,12
10_3866_2.wav,10,3866,2
10_3866_3.wav,10,3866,3
10_3866_4.wav,10,3866,4
10_3866_5.wav,10,3866,5
10_3866_6.wav,10,3866,6
10_3866_7.wav,10,3866,7
10_3866_8.wav,10,3866,8
10_3866_9.wav,10,3866,9
10_3867_0.wav,10,3867,0
10_3867_1.wav,10,3867,1
10_3867_10.wav,10,3867,10
10_3867_100.wav,10,3867,100
10_3867_101.wav,10,3867,101
10_3867_102.wav,10,3867,102
10_3867_103.wav,10,3867,103
10_3867_104.wav,10,3867,104
10_3867_105.wav,10,3867,105
10_3867_106.wav,10,3867,106
10_3867_107.wav,10,3867,107
10_3867_108.wav,10,3867,108
10_3867_109.wav,10,3867,109
10_3867_11.wav,10,3867,11
10_3867_110.wav,10,3867,110
10_3867_111.wav,10,3867,111
10_3867_112.wav,10,3867,112
10_3867_113.wav,10,3867,113
10_3867_114.wav,10,3867,114
10_3867_115.wav,10,3867,115
10_3867_116.wav,10,3867,116
10_3867_117.wav,10,3867,117
10_3867_118.wav,10,3867,118
10_3867_119.wav,10,3867,119
10_3867_12.wav,10,3867,12
10_3867_120.wav,10,3867,120
10_3867_121.wav,10,3867,121
10_3867_122.wav,10,3867,122
10_3867_123.wav,10,3867,123
10_3867_124.wav,10,3867,124
10_3867_125.wav,10,3867,125
10_3867_126.wav,10,3867,126
10_3867_127.wav,10,3867,127
10_3867_128.wav,10,3867,128
10_3867_129.wav,10,3867,129
10_3867_13.wav,10,3867,13
10_3867_130.wav,10,3867,130
10_3867_131.wav,10,3867,131
10_3867_132.wav,10,3867,132
10_3867_133.wav,10,3867,133
10_3867_134.wav,10,3867,134
10_3867_135.wav,10,3867,135
10_3867_136.wav,10,3867,136
10_3867_137.wav,10,3867,137
10_3867_138.wav,10,3867,138
10_3867_139.wav,10,3867,139
10_3867_14.wav,10,3867,14
10_3867_140.wav,10,3867,140
10_3867_141.wav,10,3867,141
10_3867_142.wav,10,3867,142
10_3867_143.wav,10,3867,143
10_3867_144.wav,10,3867,144
10_3867_145.wav,10,3867,145
10_3867_146.wav,10,3867,146
10_3867_147.wav,10,3867,147
10_3867_148.wav,10,3867,148
10_3867_149.wav,10,3867,149
10_3867_15.wav,10,3867,15
10_3867_150.wav,10,3867,150
10_3867_151.wav,10,3867,151
10_3867_152.wav,10,3867,152
10_3867_153.wav,10,3867,153
10_3867_154.wav,10,3867,154
10_3867_155.wav,10,3867,155
10_3867_156.wav,10,3867,156
10_3867_157.wav,10,3867,157
10_3867_158.wav,10,3867,158
10_3867_159.wav,10,3867,159
10_3867_16.wav,10,3867,16
10_3867_160.wav,10,3867,160
10_3867_161.wav,10,3867,161
10_3867_162.wav,10,3867,162
10_3867_163.wav,10,3867,163
10_3867_164.wav,10,3867,164
10_3867_165.wav,10,3867,165
10_3867_166.wav,10,3867,166
10_3867_167.wav,10,3867,167
10_3867_168.wav,10,3867,168
10_3867_169.wav,10,3867,169
10_3867_17.wav,10,3867,17
10_3867_170.wav,10,3867,170
10_3867_171.wav,10,3867,171
10_3867_172.wav,10,3867,172
10_3867_173.wav,10,3867,173
10_3867_174.wav,10,3867,174
10_3867_175.wav,10,3867,175
10_3867_176.wav,10,3867,176
10_3867_177.wav,10,3867,177
10_3867_18.wav,10,3867,18
10_3867_19.wav,10,3867,19
10_3867_2.wav,10,3867,2
10_3867_20.wav,10,3867,20
10_3867_21.wav,10,3867,21
10_3867_22.wav,10,3867,22
10_3867_23.wav,10,3867,23
10_3867_24.wav,10,3867,24
10_3867_25.wav,10,3867,25
10_3867_26.wav,10,3867,26
10_3867_27.wav,10,3867,27
10_3867_28.wav,10,3867,28
10_3867_29.wav,10,3867,29
10_3867_3.wav,10,3867,3
10_3867_30.wav,10,3867,30
10_3867_31.wav,10,3867,31
10_3867_32.wav,10,3867,32
10_3867_33.wav,10,3867,33
10_3867_34.wav,10,3867,34
10_3867_35.wav,10,3867,35
10_3867_36.wav,10,3867,36
10_3867_37.wav,10,3867,37
10_3867_38.wav,10,3867,38
10_3867_39.wav,10,3867,39
10_3867_4.wav,10,3867,4
10_3867_40.wav,10,3867,40
10_3867_41.wav,10,3867,41
10_3867_42.wav,10,3867,42
10_3867_43.wav,10,3867,43
10_3867_44.wav,10,3867,44
10_3867_45.wav,10,3867,45
10_3867_46.wav,10,3867,46
10_3867_47.wav,10,3867,47
10_3867_48.wav,10,3867,48
10_3867_49.wav,10,3867,49
10_3867_5.wav,10,3867,5
10_3867_50.wav,10,3867,50
10_3867_51.wav,10,3867,51
10_3867_52.wav,10,3867,52
10_3867_53.wav,10,3867,53
10_3867_54.wav,10,3867,54
10_3867_55.wav,10,3867,55
10_3867_56.wav,10,3867,56
10_3867_57.wav,10,3867,57
10_3867_58.wav,10,3867,58
10_3867_59.wav,10,3867,59
10_3867_6.wav,10,3867,6
10_3867_60.wav,10,3867,60
10_3867_61.wav,10,3867,61
10_3867_62.wav,10,3867,62
10_3867_63.wav,10,3867,63
10_3867_64.wav,10,3867,64
10_3867_65.wav,10,3867,65
10_3867_66.wav,10,3867,66
10_3867_67.wav,10,3867,67
10_3867_68.wav,10,3867,68
10_3867_69.wav,10,3867,69
10_3867_7.wav,10,3867,7
10_3867_70.wav,10,3867,70
10_3867_71.wav,10,3867,71
10_3867_72.wav,10,3867,72
10_3867_73.wav,10,3867,73
10_3867_74.wav,10,3867,74
10_3867_75.wav,10,3867,75
10_3867_76.wav,10,3867,76
10_3867_77.wav,10,3867,77
10_3867_78.wav,10,3867,78
10_3867_79.wav,10,3867,79
10_3867_8.wav,10,3867,8
10_3867_80.wav,10,3867,80
10_3867_81.wav,10,3867,81
10_3867_82.wav,10,3867,82
10_3867_83.wav,10,3867,83
10_3867_84.wav,10,3867,84
10_3867_85.wav,10,3867,85
10_3867_86.wav,10,3867,86
10_3867_87.wav,10,3867,87
10_3867_88.wav,10,3867,88
10_3867_89.wav,10,3867,89
10_3867_9.wav,10,3867,9
10_3867_90.wav,10,3867,90
10_3867_91.wav,10,3867,91
10_3867_92.wav,10,3867,92
10_3867_93.wav,10,3867,93
10_3867_94.wav,10,3867,94
10_3867_95.wav,10,3867,95
10_3867_96.wav,10,3867,96
10_3867_97.wav,10,3867,97
10_3867_98.wav,10,3867,98
10_3867_99.wav,10,3867,99
10_3868_0.wav,10,3868,0
10_3868_1.wav,10,3868,1
10_3868_2.wav,10,3868,2
10_3868_3.wav,10,3868,3
10_3868_4.wav,10,3868,4
10_3868_5.wav,10,3868,5
10_3868_6.wav,10,3868,6
10_3868_7.wav,10,3868,7
10_3868_8.wav,10,3868,8
10_3868_9.wav,10,3868,9
10_3869_0.wav,10,3869,0
10_3869_1.wav,10,3869,1
10_3869_10.wav,10,3869,10
10_3869_11.wav,10,3869,11
10_3869_12.wav,10,3869,12
10_3869_13.wav,10,3869,13
10_3869_14.wav,10,3869,14
10_3869_15.wav,10,3869,15
10_3869_16.wav,10,3869,16
10_3869_17.wav,10,3869,17
10_3869_18.wav,10,3869,18
10_3869_19.wav,10,3869,19
10_3869_2.wav,10,3869,2
10_3869_20.wav,10,3869,20
10_3869_21.wav,10,3869,21
10_3869_22.wav,10,3869,22
10_3869_23.wav,10,3869,23
10_3869_24.wav,10,3869,24
10_3869_25.wav,10,3869,25
10_3869_26.wav,10,3869,26
10_3869_27.wav,10,3869,27
10_3869_3.wav,10,3869,3
10_3869_4.wav,10,3869,4
10_3869_5.wav,10,3869,5
10_3869_6.wav,10,3869,6
10_3869_7.wav,10,3869,7
10_3869_8.wav,10,3869,8
10_3869_9.wav,10,3869,9
10_3870_0.wav,10,3870,0
10_3871_0.wav,10,3871,0
10_3872_0.wav,10,3872,0
10_3872_1.wav,10,3872,1
10_3873_0.wav,10,3873,0
10_3873_1.wav,10,3873,1
10_3873_10.wav,10,3873,10
10_3873_11.wav,10,3873,11
10_3873_12.wav,10,3873,12
10_3873_13.wav,10,3873,13
10_3873_14.wav,10,3873,14
10_3873_15.wav,10,3873,15
10_3873_16.wav,10,3873,16
10_3873_17.wav,10,3873,17
10_3873_18.wav,10,3873,18
10_3873_19.wav,10,3873,19
10_3873_2.wav,10,3873,2
10_3873_20.wav,10,3873,20
10_3873_21.wav,10,3873,21
10_3873_22.wav,10,3873,22
10_3873_23.wav,10,3873,23
10_3873_24.wav,10,3873,24
10_3873_25.wav,10,3873,25
10_3873_26.wav,10,3873,26
10_3873_27.wav,10,3873,27
10_3873_28.wav,10,3873,28
10_3873_29.wav,10,3873,29
10_3873_3.wav,10,3873,3
10_3873_30.wav,10,3873,30
10_3873_31.wav,10,3873,31
10_3873_32.wav,10,3873,32
10_3873_33.wav,10,3873,33
10_3873_34.wav,10,3873,34
10_3873_35.wav,10,3873,35
10_3873_36.wav,10,3873,36
10_3873_37.wav,10,3873,37
10_3873_38.wav,10,3873,38
10_3873_39.wav,10,3873,39
10_3873_4.wav,10,3873,4
10_3873_40.wav,10,3873,40
10_3873_41.wav,10,3873,41
10_3873_42.wav,10,3873,42
10_3873_43.wav,10,3873,43
10_3873_44.wav,10,3873,44
10_3873_45.wav,10,3873,45
10_3873_46.wav,10,3873,46
10_3873_47.wav,10,3873,47
10_3873_48.wav,10,3873,48
10_3873_49.wav,10,3873,49
10_3873_5.wav,10,3873,5
10_3873_50.wav,10,3873,50
10_3873_51.wav,10,3873,51
10_3873_52.wav,10,3873,52
10_3873_53.wav,10,3873,53
10_3873_54.wav,10,3873,54
10_3873_6.wav,10,3873,6
10_3873_7.wav,10,3873,7
10_3873_8.wav,10,3873,8
10_3873_9.wav,10,3873,9
10_3874_0.wav,10,3874,0
10_3874_1.wav,10,3874,1
10_3874_2.wav,10,3874,2
10_3874_3.wav,10,3874,3
10_3874_4.wav,10,3874,4
10_3874_5.wav,10,3874,5
10_3874_6.wav,10,3874,6
10_3874_7.wav,10,3874,7
10_3874_8.wav,10,3874,8
10_3874_9.wav,10,3874,9
10_3875_0.wav,10,3875,0
10_3875_1.wav,10,3875,1
10_3875_2.wav,10,3875,2
10_3875_3.wav,10,3875,3
10_3875_4.wav,10,3875,4
10_3875_5.wav,10,3875,5
10_3875_6.wav,10,3875,6
10_3875_7.wav,10,3875,7
10_3875_8.wav,10,3875,8
10_3875_9.wav,10,3875,9
10_3876_0.wav,10,3876,0
10_3878_0.wav,10,3878,0
10_3878_1.wav,10,3878,1
10_3878_2.wav,10,3878,2
10_3878_3.wav,10,3878,3
10_3878_4.wav,10,3878,4
10_3878_5.wav,10,3878,5
10_3878_6.wav,10,3878,6
10_3878_7.wav,10,3878,7
10_3879_0.wav,10,3879,0
10_3879_1.wav,10,3879,1
10_3879_2.wav,10,3879,2
10_3879_3.wav,10,3879,3
10_3879_4.wav,10,3879,4
10_3879_5.wav,10,3879,5
10_3879_6.wav,10,3879,6
10_3880_0.wav,10,3880,0
10_3880_1.wav,10,3880,1
10_3880_2.wav,10,3880,2
10_3881_0.wav,10,3881,0
10_3881_1.wav,10,3881,1
10_3881_2.wav,10,3881,2
10_3881_3.wav,10,3881,3
10_3881_4.wav,10,3881,4
10_3881_5.wav,10,3881,5
10_3882_0.wav,10,3882,0
10_3882_1.wav,10,3882,1
10_3882_10.wav,10,3882,10
10_3882_11.wav,10,3882,11
10_3882_12.wav,10,3882,12
10_3882_13.wav,10,3882,13
10_3882_14.wav,10,3882,14
10_3882_15.wav,10,3882,15
10_3882_16.wav,10,3882,16
10_3882_17.wav,10,3882,17
10_3882_18.wav,10,3882,18
10_3882_19.wav,10,3882,19
10_3882_2.wav,10,3882,2
10_3882_20.wav,10,3882,20
10_3882_21.wav,10,3882,21
10_3882_22.wav,10,3882,22
10_3882_3.wav,10,3882,3
10_3882_4.wav,10,3882,4
10_3882_5.wav,10,3882,5
10_3882_6.wav,10,3882,6
10_3882_7.wav,10,3882,7
10_3882_8.wav,10,3882,8
10_3882_9.wav,10,3882,9
10_3883_0.wav,10,3883,0
10_3883_1.wav,10,3883,1
10_3883_10.wav,10,3883,10
10_3883_11.wav,10,3883,11
10_3883_12.wav,10,3883,12
10_3883_13.wav,10,3883,13
10_3883_14.wav,10,3883,14
10_3883_15.wav,10,3883,15
10_3883_16.wav,10,3883,16
10_3883_17.wav,10,3883,17
10_3883_18.wav,10,3883,18
10_3883_19.wav,10,3883,19
10_3883_2.wav,10,3883,2
10_3883_20.wav,10,3883,20
10_3883_21.wav,10,3883,21
10_3883_3.wav,10,3883,3
10_3883_4.wav,10,3883,4
10_3883_5.wav,10,3883,5
10_3883_6.wav,10,3883,6
10_3883_7.wav,10,3883,7
10_3883_8.wav,10,3883,8
10_3883_9.wav,10,3883,9
10_3884_0.wav,10,3884,0
10_3884_1.wav,10,3884,1
10_3884_10.wav,10,3884,10
10_3884_11.wav,10,3884,11
10_3884_12.wav,10,3884,12
10_3884_13.wav,10,3884,13
10_3884_14.wav,10,3884,14
10_3884_15.wav,10,3884,15
10_3884_16.wav,10,3884,16
10_3884_2.wav,10,3884,2
10_3884_3.wav,10,3884,3
10_3884_4.wav,10,3884,4
10_3884_5.wav,10,3884,5
10_3884_6.wav,10,3884,6
10_3884_7.wav,10,3884,7
10_3884_8.wav,10,3884,8
10_3884_9.wav,10,3884,9
10_3885_0.wav,10,3885,0
10_3885_1.wav,10,3885,1
10_3885_10.wav,10,3885,10
10_3885_11.wav,10,3885,11
10_3885_12.wav,10,3885,12
10_3885_13.wav,10,3885,13
